"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"MF","GO:0055102","lipase inhibitor activity",11,-0.871911127749646,-1.48120299048797,0.00818664225015028,0.548554391489522,0.536337808083183,230,"tags=27%, list=2%, signal=27%","APOA1/ANXA2/SNCB"
"BP","GO:0042119","neutrophil activation",376,-0.502051491298339,-1.41878141111554,0.00823353069736507,0.548554391489522,0.536337808083183,2056,"tags=26%, list=16%, signal=23%","CTSA/DNAJC5/RHOA/IL18RAP/S100P/ORM1/CD59/LAMTOR2/GNS/SERPINB6/RHOG/CTSB/RAP1B/C3/DYNC1LI1/SYNGR1/FRK/VAT1/ARSA/QSOX1/BIN2/ITGAL/LRG1/DNASE1/RAB7A/MVP/NPC2/CLEC4C/DOK3/PGLYRP1/SLC27A2/CYFIP1/DOCK2/ATG7/CEACAM6/NEU1/CYB5R3/MIF/ARSB/PRSS3/ACTR2/LAMP1/PIGR/CXCL8/MOSPD2/GAA/STBD1/GSN/SIRPA/HEXB/BRI3/GRN/CD53/KCNAB2/CD55/CD93/RAB10/GMFG/B4GALT1/ADAM8/CTSD/LAMP2/CD63/PTPRB/CYBA/GLIPR1/PLAUR/PRDX4/B2M/OLFM4/PRCP/CTSC/RAP2C/GYG1/SNAP25/C5AR1/RNASET2/AGA/ADGRE5/CTSS/SIGLEC5/PSAP/ADGRG3/PTPRC/GLB1/PLAU/PRDX6/ANXA2/PREX1/PTPRN2/SYK/EEF2/ITGB2/CFP/NCKAP1L/LYZ/TNFRSF1B/CLEC4D"
"BP","GO:0046651","lymphocyte proliferation",168,-0.577938617946171,-1.49714576583747,0.00832250073991111,0.548554391489522,0.536337808083183,1540,"tags=26%, list=12%, signal=23%","IL6ST/DOCK2/CD38/MSN/MIF/PRKCQ/GPR183/BCL6/TMIGD2/FKBP1B/HELLS/FCRL3/EBI3/CD55/TBK1/CRTAM/HLA-A/TIRAP/TFRC/RAC2/HAVCR2/BLK/HLA-G/RASGRP1/HLA-DPA1/CD6/CD276/ZAP70/PTPRC/IRF1/ADA/SYK/TLR9/TNFSF13B/LRRC32/SASH3/INPP5D/HLA-DPB1/NCKAP1L/AIF1/CD3E/TWSG1/CD274/TNFRSF1B"
"BP","GO:0034660","ncRNA metabolic process",400,0.539445126081079,1.53579658300814,0.00853785374602088,0.548554391489522,0.536337808083183,1995,"tags=20%, list=16%, signal=17%","HENMT1/MOV10L1/RPS21/RPS19/RPS9/RPS16/SIRT7/ASZ1/ADAR/RPL11/RPS2/RPL14/PIH1D2/RPS8/RPL7A/RPS14/RPL10A/RPS6/RPS25/RPS15/NSA2/RPUSD2/RPL35/AGO4/THADA/RPS7/GTPBP4/RPL26/YBEY/DICER1/RPS17/UTP20/SARS2/HEATR1/MDN1/DUS4L/MTO1/WDR74/INTS5/HELQ/RPS28/DDX10/SND1/RCL1/MRTO4/RPL7/DDX21/PDCD11/CHD7/DDX1/DTD2/MRM1/RPS24/RPL27/DIS3L/DTD1/TUT1/RPL35A/WDR36/TDRD9/FARSB/KRR1/PIWIL1/MAPT/EXD1/RPL5/USB1/NFKB1/INTS6/GAR1/DDX27/NVL/IARS2/ZC3H12A/NAT10/DHX37/INTS8/EIF6"
"BP","GO:0043247","telomere maintenance in response to DNA damage",11,-0.86946770922147,-1.47705211006477,0.0087369922086756,0.548554391489522,0.536337808083183,14,"tags=18%, list=0%, signal=18%","APEX1/DCLRE1A"
"BP","GO:0019722","calcium-mediated signaling",150,-0.622816399396692,-1.59671320195575,0.00877662684349236,0.548554391489522,0.536337808083183,1337,"tags=23%, list=11%, signal=21%","P2RY12/ANK2/CXCL8/SLC8A2/CCR4/BCAP31/FKBP1B/PPP3R1/EFHB/SLC9A1/CMKLR1/CDH13/PLEK/DMTN/CHP1/SELP/XCR1/GRIN1/CCR1/HOMER2/GPR143/ZAP70/PTPRC/NEUROD2/ADA/SYK/TMEM38A/P2RY11/CXCR3/DMD/CHP2/CD3E/CCR7/CCL3/GRIN2C"
"BP","GO:0036037","CD8-positive, alpha-beta T cell activation",16,-0.863571284159668,-1.57515110818361,0.00877723524753741,0.548554391489522,0.536337808083183,839,"tags=44%, list=7%, signal=41%","CRTAM/HLA-A/RUNX3/IRF1/NCKAP1L/CD274/RUNX1"
"BP","GO:0031055","chromatin remodeling at centromere",23,-0.846836127653616,-1.652825326582,0.00887712456099523,0.548554391489522,0.536337808083183,1032,"tags=35%, list=8%, signal=32%","HELLS/CENPK/CENPQ/CENPI/CENPT/CENPN/MIS18A/CENPP"
"BP","GO:0035235","ionotropic glutamate receptor signaling pathway",23,-0.846675993606681,-1.65251278251382,0.00887712456099523,0.548554391489522,0.536337808083183,948,"tags=30%, list=7%, signal=28%","GRIK4/GRID2/GRIN1/GRIK2/GRIA2/CDK5R1/GRIN2C"
"BP","GO:0050850","positive regulation of calcium-mediated signaling",23,-0.847263792634314,-1.65366002823006,0.00887712456099523,0.548554391489522,0.536337808083183,934,"tags=39%, list=7%, signal=36%","SLC9A1/CDH13/ZAP70/NEUROD2/ADA/SYK/CHP2/CD3E/CCL3"
"MF","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity",12,-0.875776045365508,-1.51612059853506,0.00927070451542988,0.548554391489522,0.536337808083183,515,"tags=33%, list=4%, signal=32%","AGPAT5/LPCAT2/GPAT3/AGPAT4"
"BP","GO:1900117","regulation of execution phase of apoptosis",14,0.920931370621814,1.68135409177737,0.00932597695514441,0.548554391489522,0.536337808083183,316,"tags=21%, list=2%, signal=21%","GCG/FAP/PTGIS"
"BP","GO:0002283","neutrophil activation involved in immune response",370,-0.499791492428797,-1.40972716702254,0.00988502273324005,0.548554391489522,0.536337808083183,2056,"tags=26%, list=16%, signal=22%","CTSA/DNAJC5/RHOA/S100P/ORM1/CD59/LAMTOR2/GNS/SERPINB6/RHOG/CTSB/RAP1B/C3/DYNC1LI1/SYNGR1/FRK/VAT1/ARSA/QSOX1/BIN2/ITGAL/LRG1/DNASE1/RAB7A/MVP/NPC2/CLEC4C/DOK3/PGLYRP1/SLC27A2/CYFIP1/DOCK2/ATG7/CEACAM6/NEU1/CYB5R3/MIF/ARSB/PRSS3/ACTR2/LAMP1/PIGR/MOSPD2/GAA/STBD1/GSN/SIRPA/HEXB/BRI3/GRN/CD53/KCNAB2/CD55/CD93/RAB10/GMFG/B4GALT1/ADAM8/CTSD/LAMP2/CD63/PTPRB/CYBA/GLIPR1/PLAUR/PRDX4/B2M/OLFM4/PRCP/CTSC/RAP2C/GYG1/SNAP25/C5AR1/RNASET2/AGA/ADGRE5/CTSS/SIGLEC5/PSAP/ADGRG3/PTPRC/GLB1/PLAU/PRDX6/ANXA2/PTPRN2/SYK/EEF2/ITGB2/CFP/NCKAP1L/LYZ/TNFRSF1B/CLEC4D"
"BP","GO:0044270","cellular nitrogen compound catabolic process",491,0.493463482686676,1.41850880516418,0.00993063564923462,0.548554391489522,0.536337808083183,1283,"tags=22%, list=10%, signal=21%","PABPC4/IGF2BP1/DPEP1/IGF2BP2/RPLP0/RPL37/PDE8B/HELZ2/RPS11/RPL21/ACOT7/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/FASTKD5/RPL11/RPS2/HMOX1/RPL14/SMG7/PDE9A/RPL23/CSDC2/RPS8/RPL31/NBAS/RPL27A/RPS3/CSDE1/DNASE2B/RPL7A/RPS14/RPL10A/RPS6/RPL15/PDE7B/RPL30/RPS12/RPSA/HSPB1/RPL8/RBM24/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/AGO4/RPL10/RPS15A/RPS7/AXIN2/RPL3/RPL26/RPS4X/RPL23A/DICER1/LRPPRC/FUS/RPS17/RPL18A/RPL6/UBA52/IGF2BP3/PDE2A/RPS5/RPLP1/RPS18/RPS3A/HSPA8/RPL24/PABPC1/UPF1/RPL36A/RPS28/RPS10/RPL22/PKP3/SND1/RPL36/MRTO4/MOV10/RPL7/HNMT/RPS29/RPL18/SMG1/RPS24/RPL27/RPLP2/PDE4A/DIS3L/DHX9/GIGYF2/AMBP"
"BP","GO:0002685","regulation of leukocyte migration",139,-0.628061437625532,-1.60111841750495,0.010001942718528,0.548554391489522,0.536337808083183,1453,"tags=27%, list=11%, signal=24%","ECM1/MSN/MIF/FUT7/P2RY12/PRSS56/CXCL8/ICAM1/MOSPD2/MST1/THBS1/CD200R1/CMKLR1/ADAM8/PLVAP/FUT9/SLAMF8/TIRAP/CD200/RAC2/WNT5A/SELP/CCR1/ADTRP/C5AR1/RHOH/SWAP70/ADA/LGMN/CSF1/CXCR3/PTGER4/NCKAP1L/AIF1/CCR7/CCL3/CSF1R"
"BP","GO:0001822","kidney development",236,0.560117756414559,1.51770394230797,0.0100203019396636,0.548554391489522,0.536337808083183,1430,"tags=19%, list=11%, signal=18%","TBC1D32/LRP2/TNS2/BMPER/ADAMTS1/DYNC2H1/TGFBR1/SLIT2/FREM2/FGFR2/MMP9/FOXJ1/MAGI2/STRA6/FOXD1/HSPB11/ASXL1/VANGL2/WNT11/LRRK2/SIX4/KCNJ8/POU3F3/SULF1/FMN1/TGFB2/NOTCH1/DLG5/PROX1/MPV17/ARID5B/LAMA5/CRLF1/ACTA2/MYC/NOTCH2/UMOD/PDGFRA/ACE/SEC61A1/PLXND1/PTCH1/HPGD/GREM1/LZTS2/SMO"
"CC","GO:0045211","postsynaptic membrane",232,-0.526404386361396,-1.42010019459801,0.0100896460586393,0.548554391489522,0.536337808083183,948,"tags=16%, list=7%, signal=15%","GRIK4/GABRR2/P2RY1/CSPG5/PRRT2/LZTS1/SIGMAR1/GRID2/NRP2/GABRB1/DRD2/SSPN/SYAP1/KCTD12/GRIN1/GRIK2/SLITRK2/CBLN1/LRRC4B/CHRNA9/GRM7/CLSTN1/GRIA2/GABRR1/PTPRS/SHISA9/CNIH2/GABRG3/DMD/GABRD/ITGB3/SLITRK3/IGSF21/SLC30A1/ABHD6/GRIN2C"
"BP","GO:0002181","cytoplasmic translation",88,0.71854242911055,1.7291749742903,0.0102531730691833,0.548554391489522,0.536337808083183,1462,"tags=45%, list=12%, signal=40%","EIF3H/RPLP0/EIF3C/RPS21/RPS23/RPL13A/RPS26/RPL11/RPL31/EIF3B/RPL10A/RPL15/RPL30/RPSA/RPL8/RBM24/EIF3A/RPL39/RPL29/RPL9/RPL26/EIF2S3/RPL18A/RPL6/RPLP1/RPL24/RPL36A/RPS28/RPL22/RPL36/CPEB4/RPS29/EIF4A1/RPL18/RPLP2/DHX9/EIF3M/RPL35A/RPL32/EIF4G1"
"BP","GO:0070663","regulation of leukocyte proliferation",151,-0.627112056728142,-1.60935886372601,0.0104923287209481,0.548554391489522,0.536337808083183,1010,"tags=23%, list=8%, signal=22%","FCRL3/EBI3/CD55/CRTAM/HLA-A/TIRAP/TFRC/RAC2/HAVCR2/BLK/HLA-G/HLA-DPA1/CRP/CD6/CD276/ZAP70/PTPRC/IRF1/IL5RA/ADA/SYK/TLR9/TNFSF13B/LRRC32/SASH3/INPP5D/CSF1/HLA-DPB1/NCKAP1L/AIF1/CD3E/TWSG1/CD274/CSF1R/TNFRSF1B"
"CC","GO:0019898","extrinsic component of membrane",244,-0.537184711919774,-1.46575893199112,0.0105867642521069,0.548554391489522,0.536337808083183,1325,"tags=15%, list=10%, signal=13%","PACSIN2/GNAI1/SNAP91/KRAS/GNAQ/CDH18/NAAA/DOC2A/CCDC115/KCNAB2/SMAD7/NUMA1/CDH13/CNR2/SYN1/CDH4/PLAUR/BLK/WIPI1/PIK3CD/SNX5/SYAP1/GNAZ/RGS1/S100A6/TOR1A/SNAP25/NMT1/GNAT2/PIK3R3/PIK3R5/ZAP70/GNG3/SYK/SARM1/CNTFR"
"BP","GO:0034080","CENP-A containing nucleosome assembly",21,-0.876836270300865,-1.69004137833525,0.0106805347652487,0.548554391489522,0.536337808083183,856,"tags=33%, list=7%, signal=31%","CENPK/CENPQ/CENPI/CENPT/CENPN/MIS18A/CENPP"
"BP","GO:0061641","CENP-A containing chromatin organization",21,-0.876836270300865,-1.69004137833525,0.0106805347652487,0.548554391489522,0.536337808083183,856,"tags=33%, list=7%, signal=31%","CENPK/CENPQ/CENPI/CENPT/CENPN/MIS18A/CENPP"
"MF","GO:0004177","aminopeptidase activity",30,-0.826515286502592,-1.68161678961998,0.0107771736811017,0.548554391489522,0.536337808083183,72,"tags=10%, list=1%, signal=10%","NAALADL1/METAP2/F11"
"BP","GO:0071826","ribonucleoprotein complex subunit organization",175,0.650325056958395,1.70411040511718,0.0108346279978428,0.548554391489522,0.536337808083183,1426,"tags=21%, list=11%, signal=19%","EIF3H/RPLP0/YTHDC1/EIF3C/RPS19/RPL13A/ADAR/RPL11/PIH1D2/EIF3B/RPS14/RPSA/RPS15/EIF3A/BRIX1/AGO4/RPL10/HSP90AB1/RPL3/RPL23A/DICER1/EIF2S3/RPL6/PPAN/RPS5/MDN1/RPL24/RPS28/RPS10/MRTO4/DDX28/DDX1/DHX9/EIF3M/TRAF7/CELF2"
"MF","GO:0016411","acylglycerol O-acyltransferase activity",17,-0.827648331262599,-1.52335616304732,0.0109383981490106,0.548554391489522,0.536337808083183,653,"tags=35%, list=5%, signal=34%","AGPAT5/MOGAT2/LPCAT2/DGAT2/GPAT3/AGPAT4"
"BP","GO:0000027","ribosomal large subunit assembly",23,0.83673171556474,1.67763963680964,0.0110118066064288,0.548554391489522,0.536337808083183,1675,"tags=61%, list=13%, signal=53%","RPLP0/RPL11/BRIX1/RPL10/RPL3/RPL23A/RPL6/PPAN/MDN1/RPL24/MRTO4/DDX28/TRAF7/RPL5"
"BP","GO:0034470","ncRNA processing",337,0.545504994315142,1.51987492575025,0.0110670759945447,0.548554391489522,0.536337808083183,1424,"tags=15%, list=11%, signal=14%","RPS21/RPS19/RPS9/RPS16/SIRT7/ADAR/RPL11/RPS2/RPL14/PIH1D2/RPS8/RPL7A/RPS14/RPL10A/RPS6/RPS25/RPS15/NSA2/RPUSD2/RPL35/AGO4/THADA/RPS7/GTPBP4/RPL26/YBEY/DICER1/RPS17/UTP20/HEATR1/MDN1/DUS4L/MTO1/WDR74/INTS5/HELQ/RPS28/DDX10/RCL1/MRTO4/RPL7/DDX21/PDCD11/CHD7/DDX1/MRM1/RPS24/RPL27/TUT1/RPL35A/WDR36/KRR1"
"BP","GO:0071356","cellular response to tumor necrosis factor",195,-0.548203970029112,-1.44594587928143,0.0110791695910212,0.548554391489522,0.536337808083183,1922,"tags=21%, list=15%, signal=18%","APOA1/ADAMTS7/SMPD3/PSMA8/EDN1/GBA/APOB/SPPL2A/CIB1/NFE2L2/CASP1/AKAP12/DAB2IP/TAX1BP1/CD27/CXCL8/ICAM1/LTA/THBS1/ARHGEF2/CDIP1/CEBPA/PLVAP/PSMB6/TANK/CARD14/NPNT/RBCK1/TRAF2/HYAL3/PSMB9/SYK/CALCA/TNFSF13B/PSME2/ASS1/PSMB8/TNFSF12/CCL3/TNFRSF1B/HAMP"
"BP","GO:1903037","regulation of leukocyte cell-cell adhesion",206,-0.580472168950348,-1.53972471617918,0.0111249618443634,0.548554391489522,0.536337808083183,1350,"tags=26%, list=11%, signal=23%","FUT7/PRKCQ/PPARA/BCL6/CD27/ICAM1/TMIGD2/CSK/TESPA1/SIRPA/DUSP3/LOXL3/EBI3/CD55/SMAD7/ADAM8/FUT9/CRTAM/HLA-A/XBP1/NRARP/TFRC/HAVCR2/SELP/HLA-G/HLA-DPA1/MYB/ADTRP/RHOH/VAV1/SKAP1/TIGIT/CD6/CD276/ZAP70/PTPRC/RUNX3/IRF1/ADA/SYK/ITGB2/TNFSF13B/LRRC32/SASH3/ASS1/HLA-DPB1/NCKAP1L/AIF1/CD3E/TWSG1/CCR7/CD274/RUNX1"
"CC","GO:0030667","secretory granule membrane",218,-0.574054018684121,-1.53851794771379,0.0111587327478688,0.548554391489522,0.536337808083183,2041,"tags=28%, list=16%, signal=24%","DNAJC5/SLC17A9/RHOA/CD59/LAMTOR2/SERPINB6/RHOG/RAP1B/DYNC1LI1/SYNGR1/ITGAL/RAB7A/CAV2/TMX3/CLEC4C/DOK3/SLC27A2/CD38/CEACAM6/LAMP1/PIGR/MOSPD2/GAA/STBD1/SIRPA/BRI3/CD53/KCNAB2/CD55/CFAP65/CD93/RAB10/CADPS/B4GALT1/SNCA/ADAM8/MOXD1/LAMP2/CD63/PTPRB/CYBA/GLIPR1/PLAUR/SELP/PRCP/HYAL3/RAP2C/SNAP25/C5AR1/ADGRE5/SIGLEC5/PSAP/ADGRG3/PTPRC/RND2/PLAU/PTPRN2/ITGB2/NCKAP1L/ITGB3/TNFRSF1B/CLEC4D"
"BP","GO:0050900","leukocyte migration",312,-0.53052122982751,-1.47486094849283,0.0112598082256575,0.548554391489522,0.536337808083183,1473,"tags=23%, list=12%, signal=21%","CXCR4/ECM1/CEACAM6/MSN/IGLL1/MIF/FUT7/P2RY12/GPR183/PIP5K1C/PRSS56/CXCL8/ICAM1/MOSPD2/MST1/CXCL2/THBS1/SIRPA/SLC7A5/CD200R1/JAGN1/CMKLR1/B4GALT1/ADAM8/PLVAP/FUT9/CKLF/CRTAM/SLAMF8/TIRAP/CNR2/MAG/UMODL1/CD200/CD48/RAC2/WNT5A/PLA2G1B/SELP/PIK3CD/CD2/PTPRO/CCR1/ADTRP/C5AR1/RHOH/VAV1/SWAP70/SELPLG/ZAP70/SAA1/SLC7A9/ADD2/CSF3R/PREX1/ADA/SYK/ITGB2/CALCA/CD84/LGMN/INPP5D/CSF1/CXCR3/PTGER4/NCKAP1L/AIF1/ITGB3/CCR7/CCL3/CSF1R"
"BP","GO:0140448","signaling receptor ligand precursor processing",25,0.894267169700973,1.8082126775388,0.0113014099080587,0.548554391489522,0.536337808083183,47,"tags=12%, list=0%, signal=12%","PCSK2/PCSK1/SCG5"
"CC","GO:0043202","lysosomal lumen",84,-0.650675995716382,-1.55024035879682,0.0116175965244167,0.548554391489522,0.536337808083183,1990,"tags=43%, list=16%, signal=36%","GPC6/DCN/GNS/CTSB/PLBD2/ARSA/GBA/GALC/APOB/BGN/PPT2/NPC2/NEU1/ARSB/SGSH/NAAA/GAA/HEXB/CSPG5/CTSD/MAN2B2/LAMP2/PRELP/GYG1/RNASET2/CTSS/IDS/PSAP/GLB1/TCN2/EPDR1/FASLG/LGMN/NCAN/CTSK/HSPG2"
"BP","GO:0006875","cellular metal ion homeostasis",406,-0.489682723693505,-1.387155694511,0.0116514401670041,0.548554391489522,0.536337808083183,1786,"tags=23%, list=14%, signal=20%","KNG1/NDFIP1/EDN1/TMTC4/CASQ1/EPO/DHRS7C/MCOLN3/SLC46A1/ATOX1/CASQ2/CYBRD1/CAV2/SLC8A1/COX19/C7/TMPRSS6/ATP6AP1/CNGB1/CXCR4/CD38/SLC24A2/CTRC/CIB2/SLC1A1/STIM1/ANK2/CALB2/JPH3/ADCY8/TMBIM6/JPH1/SLC8A2/CCR4/CCDC115/FLVCR1/BCAP31/FKBP1B/HEXB/ATP1A1/CD55/MICU1/SLC9A1/CMKLR1/MICU2/CP/F2RL2/SNCA/P2RY1/GPR174/GATA2/CCDC22/PTGIR/DRD2/TFRC/WNT5A/PLA2G1B/ATP2C1/XCR1/GRIN1/GRIK2/P2RY6/ATP2B1/CCR1/CHRNA9/KEL/C5AR1/SWAP70/NEDD4L/PKD1/P2RY8/SLC24A4/SLC30A4/SAA1/ADCYAP1/PTPRC/SLC31A2/GNG3/TMEM38A/CALCA/FASLG/ADCY5/CXCR3/DMD/PTGER4/KCNJ2/CCR7/CCL3/ALAS2/HAMP/SLC30A1/GPR18/GRIN2C"
"CC","GO:0098552","side of membrane",346,-0.524616698224719,-1.46559772084106,0.0116775863800038,0.548554391489522,0.536337808083183,1337,"tags=21%, list=11%, signal=19%","P2RY12/LAMP1/RTN4R/GNAI1/CD27/KRAS/GNAQ/ICAM1/ENOX1/NCAM1/CCR4/THBS1/MR1/BCAP31/IL2RG/SLC7A5/CD200R1/EBI3/KCNAB2/GHR/CDIP1/B4GALT1/CDH13/HLA-A/CNR2/SEMA7A/TFRC/MIEN1/BORCS5/BLK/B2M/SELP/XCR1/SNX5/IL1RL1/TRAF2/CD2/SYAP1/HLA-G/GNAZ/RGS1/ATP2B1/S100A6/HLA-DPA1/SNAP25/CCR1/GP1BA/BDH1/IL2RB/GRIA2/GNAT2/CD6/CD276/ZAP70/SPA17/PTPRC/SLC4A1/CSF3R/IL5RA/ADA/GNG3/SYK/ITGB2/FASLG/CXCR3/HLA-DPB1/IGSF21/CD3E/CCR7/CD274/CD3D/CNTFR"
"BP","GO:0000028","ribosomal small subunit assembly",16,0.848395575621006,1.6158691284962,0.011697126465783,0.548554391489522,0.536337808083183,991,"tags=44%, list=8%, signal=40%","RPS19/RPS14/RPSA/RPS15/RPS5/RPS28/RPS10"
"BP","GO:0034508","centromere complex assembly",32,-0.814721852168072,-1.67013346051415,0.0118421000970096,0.548554391489522,0.536337808083183,1032,"tags=31%, list=8%, signal=29%","DLGAP5/HELLS/CENPK/CENPQ/CENPI/RB1/CENPT/CENPN/MIS18A/CENPP"
"BP","GO:0046636","negative regulation of alpha-beta T cell activation",24,-0.811272571026173,-1.60690916265227,0.0119699404474304,0.548554391489522,0.536337808083183,1272,"tags=29%, list=10%, signal=26%","BCL6/LOXL3/SMAD7/RUNX3/TWSG1/CD274/RUNX1"
"BP","GO:0097202","activation of cysteine-type endopeptidase activity",12,-0.865797226801013,-1.49884552866447,0.0119774369191515,0.548554391489522,0.536337808083183,772,"tags=33%, list=6%, signal=31%","CIDEB/PERP/LGMN/CYFIP2"
"BP","GO:0046638","positive regulation of alpha-beta T cell differentiation",29,-0.845223789293634,-1.71911280265175,0.0120293943507853,0.548554391489522,0.536337808083183,456,"tags=28%, list=4%, signal=27%","MYB/ZAP70/RUNX3/ADA/SYK/SASH3/NCKAP1L/RUNX1"
"BP","GO:0060831","smoothened signaling pathway involved in dorsal/ventral neural tube patterning",10,0.896759720705497,1.59478306076286,0.0120388329183718,0.548554391489522,0.536337808083183,16,"tags=10%, list=0%, signal=10%","TBC1D32"
"BP","GO:0051568","histone H3-K4 methylation",48,0.776677767161817,1.71471358590012,0.0121000618752113,0.548554391489522,0.536337808083183,1058,"tags=19%, list=8%, signal=17%","GCG/KMT2C/SETD1A/KMT2A/GFI1/KMT2E/PRDM9/DYDC1/ASH1L"
"BP","GO:0043486","histone exchange",32,-0.801795253380641,-1.64363466818634,0.0121127737575643,0.548554391489522,0.536337808083183,856,"tags=22%, list=7%, signal=20%","CENPK/CENPQ/CENPI/CENPT/CENPN/MIS18A/CENPP"
"BP","GO:0043312","neutrophil degranulation",368,-0.499466218519565,-1.40696917649364,0.0121406347853616,0.548554391489522,0.536337808083183,2056,"tags=26%, list=16%, signal=22%","CTSA/DNAJC5/RHOA/S100P/ORM1/CD59/LAMTOR2/GNS/SERPINB6/RHOG/CTSB/RAP1B/C3/DYNC1LI1/SYNGR1/FRK/VAT1/ARSA/QSOX1/BIN2/ITGAL/LRG1/RAB7A/MVP/NPC2/CLEC4C/DOK3/PGLYRP1/SLC27A2/CYFIP1/DOCK2/ATG7/CEACAM6/NEU1/CYB5R3/MIF/ARSB/PRSS3/ACTR2/LAMP1/PIGR/MOSPD2/GAA/STBD1/GSN/SIRPA/HEXB/BRI3/GRN/CD53/KCNAB2/CD55/CD93/RAB10/GMFG/B4GALT1/ADAM8/CTSD/LAMP2/CD63/PTPRB/CYBA/GLIPR1/PLAUR/PRDX4/B2M/OLFM4/PRCP/CTSC/RAP2C/GYG1/SNAP25/C5AR1/RNASET2/AGA/ADGRE5/CTSS/SIGLEC5/PSAP/ADGRG3/PTPRC/GLB1/PLAU/PRDX6/ANXA2/PTPRN2/SYK/EEF2/ITGB2/CFP/NCKAP1L/LYZ/TNFRSF1B/CLEC4D"
"BP","GO:0046700","heterocycle catabolic process",486,0.492688519229321,1.41854773134926,0.0121475868159458,0.548554391489522,0.536337808083183,1283,"tags=22%, list=10%, signal=21%","PABPC4/IGF2BP1/DPEP1/IGF2BP2/RPLP0/RPL37/PDE8B/HELZ2/RPS11/RPL21/ACOT7/RPS21/RPS19/RPS9/RPS27A/RPS16/RPS20/RPS23/RPL28/RPL13/RPL13A/RPS26/RPS13/RPL12/FASTKD5/RPL11/RPS2/HMOX1/RPL14/SMG7/PDE9A/RPL23/CSDC2/RPS8/RPL31/NBAS/RPL27A/RPS3/CSDE1/DNASE2B/RPL7A/RPS14/RPL10A/RPS6/RPL15/PDE7B/RPL30/RPS12/RPSA/HSPB1/RPL8/RBM24/RPS25/RPS15/RPL39/RPL29/RPL4/RPL9/RPL35/RPL37A/AGO4/RPL10/RPS15A/RPS7/AXIN2/RPL3/RPL26/RPS4X/RPL23A/DICER1/LRPPRC/FUS/RPS17/RPL18A/RPL6/UBA52/IGF2BP3/PDE2A/RPS5/RPLP1/RPS18/RPS3A/HSPA8/RPL24/PABPC1/UPF1/RPL36A/RPS28/RPS10/RPL22/PKP3/SND1/RPL36/MRTO4/MOV10/RPL7/HNMT/RPS29/RPL18/SMG1/RPS24/RPL27/RPLP2/PDE4A/DIS3L/DHX9/GIGYF2/AMBP"
"MF","GO:0042171","lysophosphatidic acid acyltransferase activity",14,-0.873606275743714,-1.57510291492391,0.0124059999939821,0.548554391489522,0.536337808083183,515,"tags=29%, list=4%, signal=27%","AGPAT5/LPCAT2/GPAT3/AGPAT4"
"MF","GO:0005159","insulin-like growth factor receptor binding",14,0.907172904630231,1.65623511567397,0.0125771555564019,0.548554391489522,0.536337808083183,93,"tags=14%, list=1%, signal=14%","INS/SOCS2"
"BP","GO:0002446","neutrophil mediated immunity",381,-0.495450934739026,-1.39936430513997,0.0126514424399062,0.548554391489522,0.536337808083183,2056,"tags=26%, list=16%, signal=22%","CTSA/DNAJC5/RHOA/S100P/ORM1/CD59/LAMTOR2/GNS/SERPINB6/RHOG/CTSB/RAP1B/C3/DYNC1LI1/SYNGR1/FRK/VAT1/ARSA/QSOX1/BIN2/ITGAL/LRG1/DNASE1/RAB7A/MVP/NPC2/CLEC4C/DOK3/PGLYRP1/SLC27A2/CYFIP1/DOCK2/ATG7/CEACAM6/NEU1/CYB5R3/MIF/ARSB/PRSS3/ACTR2/LAMP1/TUSC2/PIGR/MOSPD2/GAA/STBD1/GSN/SIRPA/HEXB/BRI3/GRN/JAGN1/CD53/KCNAB2/CD55/CD93/RAB10/GMFG/B4GALT1/ADAM8/CTSD/LAMP2/CD63/PTPRB/CYBA/GLIPR1/PLAUR/PRDX4/PLA2G1B/B2M/OLFM4/PRCP/CTSC/RAP2C/GYG1/SNAP25/C5AR1/RNASET2/AGA/ADGRE5/CTSS/SIGLEC5/PSAP/ADGRG3/PTPRC/GLB1/PLAU/PRDX6/ANXA2/PTPRN2/SYK/EEF2/ITGB2/CFP/NCKAP1L/LYZ/TNFRSF1B/CLEC4D"
"BP","GO:0032946","positive regulation of mononuclear cell proliferation",79,-0.68577813333297,-1.61277512019272,0.0126832329880594,0.548554391489522,0.536337808083183,1540,"tags=38%, list=12%, signal=34%","IL6ST/CD38/MIF/PRKCQ/GPR183/BCL6/TMIGD2/FCRL3/EBI3/CD55/HLA-A/TIRAP/TFRC/HAVCR2/HLA-DPA1/CD6/CD276/ZAP70/PTPRC/ADA/SYK/TLR9/TNFSF13B/SASH3/CSF1/HLA-DPB1/NCKAP1L/AIF1/CD3E/CD274"
