"human","ncbi","mlog10QvalxFC","ENTREZID"
"ELAVL2","elavl2",-0.0602616132111111,"1993"
"ELAVL3","elavl3",0.0442868509780382,"1995"
"ELAVL4","elavl4",-0.63161775824865,"1996"
"ELF1","LOC107384299",-0.0318391509561269,"1997"
"ELF2","LOC107396428",-0.0628042777226959,"1998"
"ELF2","elf2",-0.0669939692524307,"1998"
"ELF3","LOC107373230",-2.13379233211121,"1999"
"ELF4","elf4",0.0128845789718386,"2000"
"ELFN1","elfn1",-0.178142458496771,"392617"
"ELFN1","LOC107390002",-1.12173013636311,"392617"
"ELFN2","elfn2",-0.00595205751632695,"114794"
"ELFN2","LOC107391362",-0.00598372798086541,"114794"
"ELK1","LOC107391483",0.408584181236534,"2002"
"ELK4","LOC107372367",0.529295313961336,"2005"
"ELK4","LOC107381921",-0.420655022697807,"2005"
"ELK4","elk3",-0.237639332462857,"2005"
"ELL","ell",0.000349761354319348,"8178"
"ELL2","LOC107392115",3.81014127897915,"22936"
"ELL2","ell2",-0.069244907935964,"22936"
"ELL3","LOC107388803",-0.000397888245080615,"80237"
"ELMO1","LOC107394835",0.299290744330252,"9844"
"ELMO2","elmo2",-0.166856077413292,"63916"
"ELMO3","LOC107389320",-0.222600008030111,"79767"
"ELMOD1","elmod1",0.133556678201181,"55531"
"ELMOD2","elmod2",0.430925520232445,"255520"
"ELMOD3","elmod3",0.0037283801587064,"84173"
"ELN","LOC107380370",-1.0816441980047,"2006"
"ELOF1","elof1",-0.012100012159623,"84337"
"ELOVL1","LOC107393239",-0.265642191782905,"64834"
"ELOVL1","LOC107383975",1.15399546382364,"64834"
"ELOVL4","LOC107393253",-0.488108083686509,"6785"
"ELOVL4","LOC107378783",0.0606027234543619,"6785"
"ELOVL4","LOC107393254",-0.505332985129029,"6785"
"ELOVL4","LOC107393252",-0.199406227049151,"6785"
"ELOVL4","elovl4",0.0424248125925618,"6785"
"ELOVL5","elovl5",0.191587279624291,"60481"
"ELOVL6","elovl6",-0.561894912941872,"79071"
"ELOVL6","LOC107376140",0.0425123845603332,"79071"
"ELOVL6","LOC107387310",-0.00476774810053376,"79071"
"ELOVL7","LOC107380622",-0.0059888447778479,"79993"
"ELOVL7","elovl7",0.332327331482676,"79993"
"ELP2","elp2",0.171615148519404,"55250"
"ELP3","elp3",-0.0254307148574616,"55140"
"ELP4","elp4",0.102178893599381,"26610"
"ELP4","LOC107373085",0.054343802577818,"26610"
"ELP5","elp5",0.224417122611969,"23587"
"ELP6","elp6",-0.742732004554754,"54859"
"EMB","emb",-0.0171013044590712,"133418"
"EMC1","emc1",0.12474001861322,"23065"
"EMC10","emc10",0.420463586662754,"284361"
"EMC2","emc2",0.403273553396112,"9694"
"EMC3","emc3",0.000218622193895377,"55831"
"EMC3","LOC107391502",-0.00150975198986349,"55831"
"EMC4","emc4",0.731830429570305,"51234"
"EMC6","emc6",0.130677042439885,"83460"
"EMC7","emc7",0.000241312267687245,"56851"
"EMC8","emc8",-0.0317768322059432,"10328"
"EMC9","emc9",0.532174230635067,"51016"
"EMD","LOC107390780",-0.00555290036479405,"2010"
"EME1","LOC107395239",2.40466096792132,"146956"
"EME1","eme2",0.0132625979428629,"146956"
"EMG1","emg1",0.381652978130904,"10436"
"EMID1","emid1",-3.25761704992867,"129080"
"EMILIN1","LOC107378261",-0.199618680855065,"11117"
"EMILIN1","LOC107381489",-0.245260604273779,"11117"
"EMILIN2","LOC107383781",0.990478837231853,"84034"
"EMILIN2","emilin2",2.63739498953884,"84034"
"EMILIN3","emilin3",0.06058709707307,"90187"
"EML1","LOC107392295",-0.0736476122508552,"2009"
"EML1","LOC107378102",1.63184956929004,"2009"
"EML1","eml2",-0.419140857103201,"2009"
"EML2","LOC107379802",-0.00592840701322758,"24139"
"EML4","eml3",-0.0244219652147756,"27436"
"EML4","LOC107376417",0.393989054429221,"27436"
"EML4","LOC107396236",0.408941440649246,"27436"
"EML5","eml5",0.0776475258238374,"161436"
"EML6","LOC107393932",-0.167641706525267,"400954"
"EMP2","emp1",-0.0928029797565897,"2013"
"EMP2","LOC107382208",-1.87198561545208,"2013"
"EMP3","LOC107395745",-0.950609805882704,"2014"
"EMP3","LOC107385256",-2.54221907416252,"2014"
"EMP3","LOC107390715",-0.0737709233903963,"2014"
"EMP3","pmp22",-0.025864629225129,"2014"
"EMSY","emsy",0.0957578898856291,"56946"
"EMX2","emx2",-0.0546521145317075,"2018"
"EN1","en1",-0.489768897960176,"2019"
"EN1","LOC107381049",-0.879969190639957,"2019"
"ENAH","enah",-0.0412079824761605,"55740"
"ENC1","LOC107374800",-0.403751015618663,"8507"
"ENC1","LOC107392646",-0.0477413264943441,"8507"
"ENDOD1","LOC107377107",0.00559248031717892,"23052"
"ENDOD1","LOC107376850",1.54988874959299,"23052"
"ENDOD1","LOC107379497",-0.0103587805635832,"23052"
"ENDOD1","LOC107395309",0.0109604251871814,"23052"
"ENDOD1","LOC107386818",-0.89659784784605,"23052"
"ENDOD1","LOC107387303",-0.411654310356739,"23052"
"ENDOG","endog",0.182612611145841,"2021"
"ENDOU","LOC107388947",-5.56956867773194,"8909"
"ENDOU","LOC107383528",-1.11796062479458,"8909"
"ENDOU","endou",0.00821915019524753,"8909"
"ENDOV","endov",-0.0626696929782552,"284131"
"ENGASE","engase",-1.41536355066773,"64772"
"ENKD1","enkd1",-0.430583751102804,"84080"
"ENKUR","enkur",-1.16878810560015,"219670"
"ENO1","eno1",0.112574637759717,"2023"
"ENO2","eno2",0.0461235845649043,"2026"
"ENO2","LOC107394772",0.250438934208233,"2026"
"ENO3","LOC107373383",-3.05958626643982,"2027"
"ENO4","LOC107372331",-0.0059954491959261,"387712"
"ENO4","eno4",-1.75039740605692,"387712"
"ENOPH1","enoph1",-0.11142223042106,"58478"
"ENOSF1","enosf1",-0.104486859239597,"55556"
"ENOX1","LOC107379070",0.010644600983739,"55068"
"ENOX1","LOC107389598",1.18339054584452,"55068"
"ENPEP","enpep",-0.534310308915116,"2028"
"ENPP1","LOC107377691",-0.225807067322188,"5167"
"ENPP2","enpp2",0.956201222303026,"5168"
"ENPP2","LOC107394418",-0.501553277230003,"5168"
"ENPP3","LOC107394417",-0.021375893733761,"5169"
"ENPP4","enpp4",0.104304576173977,"22875"
"ENPP5","enpp5",-0.00443776975118489,"59084"
"ENPP6","LOC107389264",0.0114627093634797,"133121"
"ENPP6","enpp6",0.0263624916108185,"133121"
"ENPP7","LOC107397218",NA,"339221"
"ENPP7","LOC107379036",-0.113668012838767,"339221"
"ENSA","ensa",0.0435309599822517,"2029"
"ENTPD1","entpd1",-0.517473939325137,"953"
"ENTPD2","entpd2",-0.00598372798086541,"954"
"ENTPD3","entpd3",-1.50631572954875,"956"
"ENTPD4","entpd4",1.62109968539813,"9583"
"ENTPD5","LOC107378096",-0.658245817648441,"957"
"ENTPD5","entpd5",-0.0106881973606271,"957"
"ENTPD6","LOC107374543",0.326726272520969,"955"
"ENTPD6","LOC107372628",0.0206280496772239,"955"
"ENTPD7","LOC107382398",0.745389758748997,"57089"
"ENY2","eny2",0.011734276271697,"56943"
"EOGT","eogt",1.3330313830644,"285203"
"EOMES","eomes",-0.173446370726125,"8320"
"EOMES","LOC107394550",-0.726031208147724,"8320"
"EP400","ep400",0.0476693860540203,"57634"
"EPAS1","epas1",-1.33057918018087,"2034"
"EPAS1","LOC107376137",-0.14824935711707,"2034"
"EPB41","LOC107378670",-0.000221280849864207,"2035"
"EPB41","epb41",-0.201160632744889,"2035"
"EPB41L1","LOC107385828",1.01657949939794,"2036"
"EPB41L1","LOC107390734",-0.0103403810241875,"2036"
"EPB41L2","epb41l2",-0.0090619386672492,"2037"
"EPB41L3","LOC107373455",0.310751700101817,"23136"
"EPB41L3","LOC107374493",-1.05250375544186,"23136"
"EPB41L3","LOC107372857",-0.00599028956716914,"23136"
"EPB41L3","epb41l3",0.475056519926195,"23136"
"EPB41L4B","LOC107379635",-0.0512670422079672,"54566"
"EPB41L5","epb41l5",-0.312317864966033,"57669"
"EPC1","LOC107383080",0.000792197358512781,"80314"
"EPC1","LOC107383440",-0.00467739136569777,"80314"
"EPDR1","LOC107386535",0.00181745114041846,"54749"
"EPDR1","LOC107384789",-0.00158685523344594,"54749"
"EPDR1","epdr1",-1.38029581415407,"54749"
"EPDR1","LOC107384792",-0.454638477775431,"54749"
"EPG5","epg5",0.000861279527571377,"57724"
"EPGN","LOC107394300",-0.00588811750684349,"255324"
"EPHA2","LOC107385213",-0.0338006782900669,"1969"
"EPHA2","epha2",0.0080263989093994,"1969"
"EPHA3","epha3",-0.417034578846052,"2042"
"EPHA4","LOC107384118",-1.22899266123987,"2043"
"EPHA4","epha4",-0.195430604682727,"2043"
"EPHA4","LOC107384117",-3.16858280716474,"2043"
"EPHA5","LOC107373832",-0.152184781008873,"2044"
"EPHA6","LOC107395819",0.0635557895883559,"285220"
"EPHA6","LOC107389411",-0.489045683127509,"285220"
"EPHA6","LOC107372839",0.272793572938686,"285220"
"EPHA6","LOC107374234",0.647781803240742,"285220"
"EPHA6","LOC107381155",-2.7693218502708,"285220"
"EPHA7","LOC107394959",0.00797123107037052,"2045"
"EPHA7","epha7",-0.0135457676243265,"2045"
"EPHA8","LOC107373555",0.0467336539659953,"2046"
"EPHA8","LOC107372753",-0.181990086068087,"2046"
"EPHB1","LOC107396486",0.558691314649015,"2047"
"EPHB1","LOC107384019",0.444202091936737,"2047"
"EPHB1","LOC107392953",0.122916276420849,"2047"
"EPHB2","ephb2",0.296339628196258,"2048"
"EPHB3","ephb3",-1.06798534142822,"2049"
"EPHB3","LOC107384473",0.0470055867499619,"2049"
"EPHB4","LOC107373869",0.16935326740038,"2050"
"EPHB4","ephb4",-0.0310083882339053,"2050"
"EPHB4","LOC107373973",0.261272279134971,"2050"
"EPHX1","LOC107396035",0.0293172294582527,"2052"
"EPHX1","LOC107375461",-0.512159687207011,"2052"
"EPHX2","ephx2",-0.000286381042687992,"2053"
"EPM2A","epm2a",-0.456573926832126,"7957"
"EPN1","LOC107394843",3.51145084583267,"29924"
"EPN1","LOC107379685",0.179667576192993,"29924"
"EPN2","epn2",0.106672797968518,"22905"
"EPN3","epn3",0.223485216536002,"55040"
"EPN3","LOC107373120",-0.0083012728647834,"55040"
"EPN3","LOC107378285",0.512452086322748,"55040"
"EPO","epo",-3.68866938529154,"2056"
"EPOR","epor",-0.841059041608958,"2057"
"EPPK1","eppk1",-0.800250484216207,"83481"
"EPS15","LOC107384352",-0.926088892967626,"2060"
"EPS15","eps15",0.0522753721969817,"2060"
"EPS15L1","LOC107383601",-0.0414660688626473,"58513"
"EPS15L1","eps15l1",0.0110641733300234,"58513"
"EPS8","eps8",-1.52102599315602,"2059"
"EPS8L1","LOC107388085",-0.0876519569873666,"54869"
"EPS8L1","LOC107376650",1.3629568261394,"54869"
"EPS8L2","eps8l2",-0.213491457029112,"64787"
"EPS8L3","LOC107390783",-7.20232200639233,"79574"
"EPS8L3","LOC107385752",-0.214355076761774,"79574"
"EPX","LOC107372911",0.144321956035198,"8288"
"ERAL1","eral1",0.0436063713190908,"26284"
"ERAP1","LOC107394321",-0.194375592513986,"51752"
"ERBB2","LOC107387934",-0.108567286975654,"2064"
"ERBB3","LOC107390894",-0.00204472807645032,"2065"
"ERBB3","erbb3",-0.0145076919195532,"2065"
"ERBB4","LOC107389874",0.0648356050911489,"2066"
"ERBB4","LOC107377226",0.0148690312368622,"2066"
"ERBB4","LOC107372717",0.577039013063562,"2066"
"ERBB4","LOC107395237",-0.188041383185971,"2066"
"ERC1","LOC107388525",0.573995180350644,"23085"
"ERC1","LOC107388939",-0.0382006399068596,"23085"
"ERC1","LOC107385030",0.00675855427849392,"23085"
"ERC2","erc2",-0.010374771332454,"26059"
"ERCC1","ercc1",0.056735710951582,"2067"
"ERCC2","ercc2",0.214067847503557,"2068"
"ERCC3","ercc3",0.0762585685574553,"2071"
"ERCC4","ercc4",0.285991721039287,"2072"
"ERCC5","ercc5",0.0116018016211577,"2073"
"ERCC6","LOC107375629",0.661055321664648,"2074"
"ERCC6L","ercc6l",0.0758660146256086,"54821"
"ERCC6L2","ercc6l2",0.0750019818282605,"375748"
"ERCC8","ercc8",-0.000707524896610305,"1161"
"ERF","erf",-0.271278965828277,"2077"
"ERF","LOC107394876",-0.00626681596503111,"2077"
"ERF","LOC107383458",1.11902551676978,"2077"
"ERF","LOC107379671",-0.175318635739303,"2077"
"ERGIC1","ergic1",1.12560184233211,"57222"
"ERGIC2","LOC107386414",0.649553081338981,"51290"
"ERGIC2","LOC107388930",0.617604218299382,"51290"
"ERGIC3","ergic3",0.912115859217648,"51614"
"ERH","LOC107377637",-0.00342259402292795,"2079"
"ERH","erh",-0.00107505188883608,"2079"
"ERI1","eri1",-0.0852469906756534,"90459"
"ERI2","eri2",1.82786366195377,"112479"
"ERICH1","erich1",-0.0647653496587197,"157697"
"ERICH3","erich3",0.159078880432125,"127254"
"ERLEC1","erlec1",0.846323675031339,"27248"
"ERLIN1","LOC107375596",-0.44919333528118,"10613"
"ERLIN2","LOC107393524",-0.112552881278598,"11160"
"ERMN","LOC107390090",0.966222461228457,"57471"
"ERMP1","ermp1",0.81162679954038,"79956"
"ERN1","ern1",0.866608806098687,"2081"
"ERN1","LOC107388775",0.320125748684346,"2081"
"ERO1A","ero1a",0.311633469260015,"30001"
"ERO1B","ero1b",3.04335436036981,"56605"
"ERP27","erp27",0.000436164677512772,"121506"
"ERP44","erp44",2.18377007094072,"23071"
"ERRFI1","errfi1",-3.21585764297808,"54206"
"ERRFI1","LOC107390687",-0.796092859837781,"54206"
"ERV3-1","LOC107379868",-1.0221052151359,"2086"
"ESAM","LOC107380614",0.000551454507324128,"90952"
"ESCO1","LOC107382530",0.430965602272015,"114799"
"ESCO2","esco2",-0.00251653254008838,"157570"
"ESD","esd",-0.112007770392993,"2098"
"ESF1","esf1",0.348275180532944,"51575"
"ESM1","esm1",1.80835047388572,"11082"
"ESPL1","espl1",-4.57516861759825,"9700"
"ESPN","espn",0.236583902626383,"83715"
"ESPNL","espnl",0.452023713002449,"339768"
"ESR1","LOC107377558",1.01185083190467,"2099"
"ESR2","esr2",0.000767975888438793,"2100"
"ESR2","LOC107377794",-0.316268702389306,"2100"
"ESRP1","LOC107381887",0.0206345760671553,"54845"
"ESRP1","esrp1",0.29071198918836,"54845"
"ESRRB","esrrb",0.344823394893608,"2103"
"ESRRG","esrra",-0.015185210485132,"2104"
"ESRRG","LOC107381220",-0.00597686250192621,"2104"
"ESRRG","LOC107379872",0.438478912651066,"2104"
"ESRRG","esrrg",0.000208256400997663,"2104"
"ESYT1","esyt1",0.0710453303054575,"23344"
"ESYT1","LOC107390895",0.0528049895181669,"23344"
"ESYT2","LOC107383415",1.78886899251308,"57488"
"ESYT2","esyt2",-0.0514280798711518,"57488"
"ESYT3","LOC107389378",-0.480353646945619,"83850"
"ETAA1","etaa1",-0.436344120467148,"54465"
"ETAA1","LOC107376071",-0.238691056784568,"54465"
"ETF1","etf1",0.25400487635926,"2107"
"ETFA","etfa",0.000427888273599196,"2108"
"ETFB","etfb",0.0214016183551075,"2109"
"ETFDH","etfdh",0.0757716228553011,"2110"
"ETHE1","LOC107379304",-0.0250604672482995,"23474"
"ETHE1","LOC107379305",-0.0704370981489956,"23474"
"ETNK1","etnk1",-0.183166907070884,"55500"
"ETNK1","LOC107397109",2.22755191956114,"55500"
"ETNK1","LOC107388354",-0.619774641161447,"55500"
"ETNPPL","etnppl",-2.41947458834812,"64850"
"ETS1","ets1",-3.14180728704525,"2113"
"ETS1","LOC107379074",0.240481250879709,"2113"
"ETS1","LOC107396209",-0.906519168536209,"2113"
"ETV1","etv1",-2.25022643891553,"2115"
"ETV4","etv4",-0.00790650670290912,"2118"
"ETV5","etv5",-0.691313814820336,"2119"
"ETV5","LOC107380917",0.532001356578562,"2119"
"ETV6","etv6",-0.000129462464563779,"2120"
"ETV7","LOC107390956",-0.503612278801308,"51513"
"EVA1A","LOC107381198",1.40239768188253,"84141"
"EVA1B","eva1b",-0.652896492817679,"55194"
"EVA1C","LOC107390654",-2.28023171943217,"59271"
"EVA1C","LOC107377951",-0.15238720455702,"59271"
"EVA1C","eva1a",-0.136683209158792,"59271"
"EVA1C","eva1c",-0.000140005316511641,"59271"
"EVC","evc",0.172058912584923,"2121"
"EVC2","evc2",0.0529780207410327,"132884"
"EVI5","evi5",-0.0270107628707169,"7813"
"EVI5L","evi5l",-0.394635798609485,"115704"
"EVL","LOC107380682",-0.000375646240648207,"51466"
"EVL","LOC107378100",0.00217463744506233,"51466"
"EVL","LOC107392296",-0.18519690826617,"51466"
"EVL","LOC107386355",-1.12832239485608,"51466"
"EVPL","evpl",0.844096019272202,"2125"
"EVPL","LOC107376254",0.633277713119296,"2125"
"EWSR1","ewsr1",0.665337363167311,"2130"
"EXD1","exd1",-1.03594830724325,"161829"
"EXD2","exd2",0.248528735890775,"55218"
"EXD3","exd3",-0.168113456436467,"54932"
"EXO1","exo1",-0.00826615861257952,"9156"
"EXOC1","exoc1",-0.0114959031318207,"55763"
"EXOC1","LOC107382189",-0.00539248610657878,"55763"
"EXOC2","exoc2",0.00312993771987469,"55770"
"EXOC3","exoc3",-0.0776176097655426,"11336"
"EXOC3","LOC107389266",0.00764200963792009,"11336"
"EXOC3L2","LOC107379890",-0.00475618702972793,"90332"
"EXOC3L2","LOC107386320",-0.985942639852915,"90332"
"EXOC3L4","LOC107391616",0.208104100167434,"91828"
"EXOC4","exoc4",-0.918958164907883,"60412"
"EXOC5","exoc5",-0.258837567514244,"10640"
"EXOC6B","LOC107376909",-1.04136765045439,"23233"
"EXOC7","exoc7",-0.31641087782213,"23265"
"EXOC8","exoc8",0.228332307518832,"149371"
"EXOSC1","exosc1",0.0279863478591572,"51013"
"EXOSC10","exosc10",0.0334283961988436,"5394"
"EXOSC2","exosc2",-0.0305932713712008,"23404"
"EXOSC3","exosc3",0.0535369251355082,"51010"
"EXOSC4","exosc4",0.0376610945741427,"54512"
"EXOSC5","exosc5",0.278110826121697,"56915"
"EXOSC6","exosc6",0.89791135876518,"118460"
"EXOSC7","exosc7",-0.0285884126661384,"23016"
"EXOSC8","exosc8",0.121054018363847,"11340"
"EXOSC9","exosc9",0.205492677528354,"5393"
"EXT1","LOC107394966",-0.0256027767886944,"2131"
"EXT1","LOC107394502",0.0473827659203023,"2131"
"EXT1","LOC107378775",0.765322065225168,"2131"
"EXT1","LOC107377760",-0.178498920884948,"2131"
"EXT2","ext2",-0.110711622888682,"2132"
"EXTL2","extl2",0.568117694943863,"2135"
"EXTL3","extl3",0.332624724413663,"2137"
"EYA2","eya2",-0.000993118855430673,"2139"
"EYA3","eya3",0.101172298482041,"2140"
"EYA4","eya4",-0.106637289601571,"2070"
"EYS","eys",-0.0059888447778479,"346007"
"EZH1","ezh1",0.00200239999997492,"2145"
"EZH2","ezh2",0.000362840141600405,"2146"
"EZR","LOC107391868",-2.48232540388374,"7430"
"EZR","LOC107377688",-0.501178425306256,"7430"
"F10","LOC107376497",-0.194258911486307,"2159"
"F10","LOC107384596",-0.428699630847406,"2159"
"F11","LOC107374492",-10.9265657204382,"2160"
"F11R","LOC107379322",-0.326933162043125,"50848"
"F11R","LOC107372327",0.192650790929866,"50848"
"F11R","LOC107386481",-2.43728914663563,"50848"
"F13A1","f13a1",-0.843302718678104,"2162"
"F13A1","LOC107395342",9.84392530407323,"2162"
"F2","f2",-0.724009365530924,"2147"
"F2R","f2r",-0.860006647931728,"2149"
"F2R","LOC107374832",0.0358571516592489,"2149"
"F2RL1","LOC107374833",-0.00126233369147886,"2150"
"F2RL1","f2rl1",-0.209367018152354,"2150"
"F2RL2","LOC107381117",-0.00182736050932159,"2151"
"F2RL2","LOC107393892",-1.70078214728848,"2151"
"F2RL2","LOC107395506",0.277278120593611,"2151"
"F2RL2","LOC107374830",0.617314231192064,"2151"
"F3","LOC107372568",-0.0547823202716177,"2152"
"F3","LOC107384353",0.00379007925204752,"2152"
"F5","LOC107389523",-0.000520807423782815,"2153"
"F7","f7",-0.0103766690048571,"2155"
"F7","LOC107384573",-0.350850385606479,"2155"
"F8","LOC107377231",-0.032713765106906,"2157"
"F8A3","LOC107382204",0.0661969007423403,"474384"
"F9","f9",-1.76716091006608,"2158"
"F9","proc",-0.317891017959745,"2158"
"FA2H","fa2h",-0.165021483898168,"79152"
"FAAH","faah",-0.0329447176708029,"2166"
"FAAH2","faah2",-0.870961756376415,"158584"
"FAAP100","faap100",-0.132831102402205,"80233"
"FAAP24","faap24",1.12969557405624,"91442"
"FABP1","fabp1",0.0131209505659027,"2168"
"FABP2","LOC107377420",-1.45405109068437,"2169"
"FABP2","fabp2",-1.96125386708132,"2169"
"FABP3","LOC107394792",0.0836948765510955,"2170"
"FABP6","LOC107394942",-3.6787455595382,"2172"
"FABP6","LOC107379340",-1.19099774231686,"2172"
"FABP6","fabp6",-0.0008133840735405,"2172"
"FABP6","LOC107384210",-0.267339965765249,"2172"
"FABP7","fabp7",0.0317940172148545,"2173"
"FABP7","LOC107392148",-0.679315787508382,"2173"
"FADD","LOC107372902",-0.0647835450718041,"8772"
"FADD","LOC107390929",-0.0867444022645683,"8772"
"FADS2","LOC107388684",-15.0953998206215,"9415"
"FADS2","LOC107388685",-7.2037429514661,"9415"
"FADS2","LOC107388686",-0.310002560030295,"9415"
"FADS2","LOC107388683",-9.54174690044137,"9415"
"FADS6","fads6",0.00978241962025384,"283985"
"FAF1","faf1",0.460620432850744,"11124"
"FAF2","faf2",0.31018521312494,"23197"
"FAH","fah",0.00733482971764319,"2184"
"FAHD1","fahd1",0.379382292362351,"81889"
"FAHD2A","LOC107394179",-2.59571080063404,"51011"
"FAIM","LOC107384565",0.0505930599933282,"55179"
"FAIM","faim",0.460882265949883,"55179"
"FAIM2","LOC107390903",-0.193223886760845,"23017"
"FAIM2","LOC107385637",-0.00590344973663695,"23017"
"FAM102A","fam102a",-1.16264746685981,"399665"
"FAM102A","LOC107386045",0.0137557498979322,"399665"
"FAM102B","fam102b",0.561862948975463,"284611"
"FAM102B","LOC107384081",-0.154747312131891,"284611"
"FAM104A","fam104a",-0.0090586582851293,"84923"
"FAM107A","LOC107384867",-0.699767348787097,"11170"
"FAM107B","LOC107390822",0.219828031465018,"83641"
"FAM107B","fam107b",-0.375277497990075,"83641"
"FAM110A","LOC107390492",-0.0282903750634551,"83541"
"FAM110B","LOC107384354",0.00175117154606408,"90362"
"FAM110B","LOC107391434",-0.12980660740321,"90362"
"FAM110C","fam110d",-0.0233993651838116,"642273"
"FAM110C","fam110c",-0.101585754349538,"642273"
"FAM111A","LOC107395102",0.0269341854403612,"63901"
"FAM114A1","fam114a1",2.32776305674235,"92689"
"FAM114A2","fam114a2",0.971005189422594,"10827"
"FAM117A","fam117a",-0.0101320302203449,"81558"
"FAM117B","fam117b",-0.180082350386633,"150864"
"FAM117B","LOC107387926",-0.000414197344048728,"150864"
"FAM118B","fam118b",1.21606391769121,"79607"
"FAM120B","fam120b",-0.163341356090639,"84498"
"FAM120C","fam120c",0.837665111517159,"54954"
"FAM124A","fam124a",0.001607723300353,"220108"
"FAM124B","fam124b",-0.0561274112202383,"79843"
"FAM126A","fam126a",-0.0157349628935044,"84668"
"FAM126B","fam126b",-0.00337213835727891,"285172"
"FAM131A","fam131a",0.271447944856854,"131408"
"FAM131A","LOC107383967",0.0626971443133792,"131408"
"FAM131B","LOC107394830",0.00995038825883339,"9715"
"FAM131B","fam131b",0.0060850193792211,"9715"
"FAM133B","fam133b",0.130735204647447,"257415"
"FAM135A","fam135a",0.00952338941763795,"57579"
"FAM135B","fam135b",-0.0522158602992258,"51059"
"FAM136A","fam136a",0.0269505911081986,"84908"
"FAM13A","fam13a",-1.46203525727342,"10144"
"FAM13A","LOC107375952",-0.487046363704256,"10144"
"FAM13A","LOC107387511",-0.000199116721084556,"10144"
"FAM13B","fam13b",-0.00990580843490384,"51306"
"FAM149B1","fam149b1",0.0751756912551671,"317662"
"FAM151B","LOC107373233",0.5709778297062,"167555"
"FAM155A","LOC107381022",0.0927100617667991,"728215"
"FAM155A","LOC107389855",0.979908998086407,"728215"
"FAM161A","fam161a",0.0961390664882977,"84140"
"FAM161B","fam161b",-0.00608814803116341,"145483"
"FAM162A","LOC107382841",-0.0342588454924708,"26355"
"FAM163A","fam163a",-3.82588722365473,"148753"
"FAM163B","LOC107372389",-0.00277822198040724,"642968"
"FAM167A","fam167a",-1.29565238408616,"83648"
"FAM167A","fam167b",-0.157618785121677,"83648"
"FAM167A","LOC107394527",-0.0980530178573248,"83648"
"FAM168A","fam168a",0.0725183258561366,"23201"
"FAM168B","fam168b",-0.221355118047022,"130074"
"FAM169A","LOC107389252",1.21513198092326,"26049"
"FAM171A1","fam171a1",-0.007201285243904,"221061"
"FAM171A2","fam171a2",-0.539977989053204,"284069"
"FAM171B","fam171b",-0.00594129366456937,"165215"
"FAM171B","LOC107395712",0.381202526820211,"165215"
"FAM172A","fam172a",-0.0799050597242336,"83989"
"FAM174B","LOC107388812",-0.181837539220777,"400451"
"FAM177A1","fam177b",-0.240027708691118,"283635"
"FAM177A1","fam177a1",0.0402331541484296,"283635"
"FAM177A1","LOC107384794",-0.0194444931330662,"283635"
"FAM180A","LOC107388702",-0.0321404117368193,"389558"
"FAM180A","LOC107386467",-1.2517705252207,"389558"
"FAM181A","fam181a",-0.00600591630601105,"90050"
"FAM181B","fam181b",0.0754593077265904,"220382"
"FAM184A","fam184a",0.155063213449971,"79632"
"FAM184A","LOC107380899",-0.0528452166932767,"79632"
"FAM184B","fam184b",-0.0120332947455122,"27146"
"FAM185A","fam185a",0.00883977196178504,"222234"
"FAM187A","fam187b",-0.00596212776348466,"100528020"
"FAM189A1","fam189a1",-0.176154260093997,"23359"
"FAM189B","fam189b",-0.108909879061264,"10712"
"FAM193A","fam193a",-0.0481986648419291,"8603"
"FAM193B","fam193b",0.433169487217362,"54540"
"FAM199X","fam199x",-0.143739084919451,"139231"
"FAM204A","fam204a",0.00248209575660668,"63877"
"FAM207A","fam207a",0.0585292487645761,"85395"
"FAM20A","fam20a",0.0607224679299587,"54757"
"FAM20B","fam20b",0.00391783970523227,"9917"
"FAM20C","LOC107375172",0.678486777016026,"56975"
"FAM20C","LOC107375173",0.399641838774507,"56975"
"FAM20C","LOC107388148",0.01108575692853,"56975"
"FAM20C","LOC107375174",0.381383893583167,"56975"
"FAM20C","LOC107376561",0.0452047840817249,"56975"
"FAM20C","LOC107376379",0.120653336680484,"56975"
"FAM210A","fam210a",0.00424816031923137,"125228"
"FAM210B","fam210b",0.134066077920127,"116151"
"FAM214A","fam214a",-0.054081370451011,"56204"
"FAM214B","fam214b",0.00273968939323641,"80256"
"FAM217B","LOC107390730",-1.63279028283768,"63939"
"FAM217B","LOC107385972",-0.93831464857955,"63939"
"FAM219A","LOC107385493",0.614044053496204,"203259"
"FAM219A","LOC107393783",0.386363628310861,"203259"
"FAM219B","LOC107382042",-0.0328291592759983,"57184"
"FAM221A","fam221a",-0.00599453254009563,"340277"
"FAM222A","LOC107373726",0.384965237881306,"84915"
"FAM222A","fam222a",-0.0645732367063433,"84915"
"FAM222B","fam222b",-0.199791391746405,"55731"
"FAM222B","LOC107379975",0.0252234038234953,"55731"
"FAM228B","fam228b",-0.455431257156767,"375190"
"FAM234A","fam234a",3.40126961099461e-05,"83986"
"FAM234B","fam234b",0.0652019832021602,"57613"
"FAM32A","fam32a",0.0289687081187088,"26017"
"FAM3A","fam3a",-0.204234590395782,"60343"
"FAM3C","fam3c",0.102500915742109,"10447"
"FAM3C","LOC107389113",-0.00587722431460052,"10447"
"FAM3D","fam3d",-0.0489677444900988,"131177"
"FAM43A","fam43a",-0.0619287365835721,"131583"
