"human","ncbi","mlog10QvalxFC","ENTREZID"
"CDC6","cdc6",-0.58344601273624,"990"
"CDC6","LOC107372903",-0.605427828510992,"990"
"CDC7","cdc7",0.00843472560538915,"8317"
"CDC73","cdc73",-0.0478612916426662,"79577"
"CDCA2","cdca2",-0.192707437503138,"157313"
"CDCA3","cdca3",-1.96098431093141,"83461"
"CDCA4","LOC107391893",0.233845280057161,"55038"
"CDCA4","cdca4",0.5456073093337,"55038"
"CDCA7","LOC107385315",-0.0973771658192011,"83879"
"CDCA7","cdca7",-0.980676711232753,"83879"
"CDCA7L","cdca7l",-0.340292196785261,"55536"
"CDCA8","cdca8",-0.128235189622887,"55143"
"CDCP1","LOC107396296",-0.0563999940415459,"64866"
"CDCP1","LOC107394538",0.254176731697971,"64866"
"CDCP2","cdcp2",0.00260829958864181,"200008"
"CDH1","cdh1",-0.245718458738759,"999"
"CDH11","LOC107397119",0.0180756903971243,"1009"
"CDH11","cdh11",0.100765900432292,"1009"
"CDH13","cdh13",-0.760664420668093,"1012"
"CDH15","cdh15",-0.00306841803948433,"1013"
"CDH17","cdh16",-0.16356951323988,"1015"
"CDH17","cdh17",0.0480228636158249,"1015"
"CDH18","cdh18",-0.501923047491841,"1016"
"CDH2","cdh2",-0.140438555774626,"1000"
"CDH2","LOC107387314",0.00575831776146851,"1000"
"CDH20","cdh20",-0.00307885415346884,"28316"
"CDH22","cdh22",-0.000310788861358488,"64405"
"CDH23","cdh23",0.0114363954748496,"64072"
"CDH23","LOC107390572",0.471747863365075,"64072"
"CDH24","LOC107396061",0.690891415661763,"64403"
"CDH24","cdh24",-0.00364928624409853,"64403"
"CDH26","LOC107391173",-0.00307029263484933,"60437"
"CDH4","LOC107385112",0.842899545755421,"1002"
"CDH4","cdh4",-2.54380341126955,"1002"
"CDH5","LOC107375902",-0.000725102485866334,"1003"
"CDH6","LOC107383083",-0.00623210238918649,"1004"
"CDH6","LOC107383085",0.405017726113234,"1004"
"CDH7","LOC107373978",0.30024369082447,"1005"
"CDH7","cdh7",-0.33978413700696,"1005"
"CDH8","cdh8",0.400796428052647,"1006"
"CDHR1","LOC107387812",-0.158787126484703,"92211"
"CDHR2","cdhr2",0.0934124927251163,"54825"
"CDHR2","LOC107373592",-0.00787833652948855,"54825"
"CDHR5","LOC107396069",NA,"53841"
"CDHR5","LOC107382057",-0.00325657189526845,"53841"
"CDIP1","LOC107388567",0.190590539606965,"29965"
"CDIP1","LOC107376618",-2.47644788989758,"29965"
"CDIP1","cdip1",0.0131822805067217,"29965"
"CDIP1","LOC107378389",-0.521871768310259,"29965"
"CDIP1","LOC107376397",-0.00307029263484933,"29965"
"CDIP1","LOC107376617",-1.16797413276146,"29965"
"CDIPT","cdipt",0.00117249279004607,"10423"
"CDK1","cdk1",-0.294667143050458,"983"
"CDK10","cdk10",-0.210455400617756,"8558"
"CDK11B","LOC107390351",-0.00551428585849128,"984"
"CDK12","LOC107378589",0.00682464880424518,"51755"
"CDK13","cdk13",0.0762013933755822,"8621"
"CDK14","LOC107372930",-0.00304593050274479,"5218"
"CDK14","LOC107372886",-0.92287684922951,"5218"
"CDK15","LOC107395001",0.194823102469265,"65061"
"CDK16","LOC107391448",-0.145044095384613,"5127"
"CDK17","LOC107381927",-0.00017547380372313,"5128"
"CDK17","LOC107391010",-8.07033958362275e-05,"5128"
"CDK17","LOC107388451",-0.0125594057764633,"5128"
"CDK19","cdk19",0.486220921951735,"23097"
"CDK2","cdk2",-0.633555462926313,"1017"
"CDK20","cdk20",-0.0311687348394923,"23552"
"CDK2AP1","cdk2ap1",0.0939519873177736,"8099"
"CDK2AP2","cdk2ap2",-0.0919751881148963,"10263"
"CDK4","cdk4",0.000373731659017985,"1019"
"CDK5","cdk5",-0.0849099134720661,"1020"
"CDK5R1","cdk5r1",-3.968187065832,"8851"
"CDK5R1","cdk5r2",-2.35099174592587,"8851"
"CDK5RAP1","cdk5rap1",-0.0422379044708672,"51654"
"CDK5RAP2","cdk5rap2",0.0459125469437398,"55755"
"CDK5RAP3","cdk5rap3",-0.029213649566062,"80279"
"CDK6","LOC107378559",0.0789231726958441,"1021"
"CDK6","cdk6",-0.439672455625547,"1021"
"CDK7","cdk7",0.000442900079504273,"1022"
"CDK8","cdk8",-0.0667299215807465,"1024"
"CDK9","cdk9",-0.00837347712158222,"1025"
"CDKAL1","cdkal1",-0.015122336289284,"54901"
"CDKL1","cdkl1",0.373461147320746,"8814"
"CDKL1","LOC107379822",-0.239702916264245,"8814"
"CDKL5","LOC107381692",-0.0484625334961431,"6792"
"CDKL5","cdkl5",-0.0293310631993595,"6792"
"CDKN1A","LOC107385762",0.229985389400316,"1026"
"CDKN1B","LOC107384056",0.0179952619042426,"1027"
"CDKN1B","LOC107384088",0.531355534261409,"1027"
"CDKN1B","cdkn1b",0.00424850216515645,"1027"
"CDKN1C","LOC107388400",0.522699128062911,"1028"
"CDKN2AIP","cdkn2aip",0.225483799749623,"55602"
"CDKN2AIPNL","cdkn2aipnl",0.172109699009788,"91368"
"CDKN2B","cdkn2b",-0.0969216988523825,"1030"
"CDKN2C","cdkn2c",-0.181303068454479,"1031"
"CDKN2D","cdkn2d",-0.183548449905933,"1032"
"CDO1","cdo1",-0.832773839522872,"1036"
"CDON","LOC107379389",-0.0101033441285748,"50937"
"CDON","cdon",1.48807816559748,"50937"
"CDPF1","cdpf1",-0.0118187738928522,"150383"
"CDR2","LOC107376504",-0.0424776441881101,"1039"
"CDR2","LOC107387737",0.00663376891055265,"1039"
"CDR2L","cdr2l",2.29481593107903,"30850"
"CDR2L","LOC107372409",-0.374158132486167,"30850"
"CDS1","LOC107386064",-0.00836172022471962,"1040"
"CDS2","LOC107393519",-0.255175745511009,"8760"
"CDT1","cdt1",-0.275191876571012,"81620"
"CDV3","cdv3",0.0030803745695688,"55573"
"CDX2","LOC107387175",NA,"1045"
"CDX4","LOC107375644",1.84698113683107,"1046"
"CDYL","cdyl",0.000139520461849663,"9425"
"CDYL2","LOC107393538",0.0633010358387444,"124359"
"CDYL2","cdyl2",-1.96545484118643,"124359"
"CEACAM20","LOC107394447",0.0238641642899452,"125931"
"CEACAM21","LOC107375631",-1.28138276377598,"90273"
"CEACAM5","LOC107379520",-0.0074036562882534,"1048"
"CEACAM5","LOC107379518",-0.634055950600553,"1048"
"CEACAM5","LOC107379521",-0.0165946895567777,"1048"
"CEACAM5","LOC107380883",-0.666417195918526,"1048"
"CEACAM6","LOC107379534",-0.0106411967588078,"4680"
"CEACAM6","LOC107379519",-0.836932688565307,"4680"
"CEACAM8","LOC107379535",-0.000463116030055796,"1088"
"CEBPA","cebpa",-0.713709609107681,"1050"
"CEBPB","LOC107391299",0.00661996762634351,"1051"
"CEBPD","cebpd",0.822511498678709,"1052"
"CEBPE","LOC107382692",-0.252462846743587,"1053"
"CEBPE","LOC107374846",-0.000454020967656163,"1053"
"CEBPG","cebpg",0.000548194178696283,"1054"
"CEBPZ","cebpz",0.000966924161388989,"10153"
"CEBPZOS","LOC107378197",-0.0173068667677204,"100505876"
"CECR2","cecr2",0.130868565522227,"27443"
"CEL","LOC107386168",-0.105904793546996,"1056"
"CEL","LOC107375134",-1.1625854100309,"1056"
"CEL","LOC107383444",0.315112507290456,"1056"
"CELA1","LOC107385386",-2.04772840213558,"1990"
"CELA1","LOC107393283",-0.329369823462655,"1990"
"CELA1","LOC107385387",-0.0192280834716024,"1990"
"CELA2A","LOC107382814",0.572443025083424,"63036"
"CELA2A","LOC107387710",-0.66333694175789,"63036"
"CELA2A","LOC107390707",-0.00497317855874265,"63036"
"CELA2A","LOC107393785",0.000351667832221112,"63036"
"CELA3B","LOC107383903",-0.0330354749905149,"23436"
"CELA3B","LOC107393374",-0.118862710772909,"23436"
"CELF2","LOC107388456",0.0864762184919672,"10659"
"CELF2","celf2",0.669089159389027,"10659"
"CELF3","LOC107379582",0.104444898094709,"11189"
"CELF3","celf6",-0.0046340190249139,"11189"
"CELF3","LOC107394569",0.283372381820058,"11189"
"CELF4","celf4",-0.458033724247652,"56853"
"CELF5","celf5",-0.0443498930920781,"60680"
"CELSR1","celsr1",0.00321195745062536,"9620"
"CELSR1","LOC107379286",1.53607960761269,"9620"
"CELSR2","celsr2",0.110258348735881,"1952"
"CELSR3","celsr3",0.377149974689735,"1951"
"CENPE","LOC107380523",0.000904471844108511,"1062"
"CENPE","cenpe",0.0136312693125763,"1062"
"CENPF","cenpf",-0.715236574046903,"1063"
"CENPF","LOC107377576",1.00058320096231,"1063"
"CENPH","cenph",-0.00243736698606473,"64946"
"CENPI","cenpi",-0.770959499568848,"2491"
"CENPJ","LOC107389631",-1.08675411357897,"55835"
"CENPK","cenpk",-0.715556904632378,"64105"
"CENPL","cenpl",-0.270925827883473,"91687"
"CENPM","cenpm",-0.0138175298616108,"79019"
"CENPN","cenpn",-2.66355961085996,"55839"
"CENPO","cenpo",-0.000974389116319484,"79172"
"CENPP","cenpp",-5.5615987958779,"401541"
"CENPQ","LOC107381147",-0.738268051374357,"55166"
"CENPT","LOC107387928",-0.806034642951823,"80152"
"CENPU","cenpu",-0.120410256616032,"79682"
"CENPV","cenpv",-0.30427793800878,"201161"
"CENPW","LOC107378019",0.0794520595732305,"387103"
"CEP104","cep104",-0.0276766891071409,"9731"
"CEP112","cep112",0.00389506061443032,"201134"
"CEP120","cep120",0.0946011621486182,"153241"
"CEP126","cep126",-0.552582028609136,"57562"
"CEP128","cep128",0.0121173149428589,"145508"
"CEP131","cep131",0.125913871056451,"22994"
"CEP135","cep135",1.66093878476844,"9662"
"CEP152","cep152",0.0620957229776614,"22995"
"CEP162","cep162",-1.11458154613827,"22832"
"CEP164","LOC107395222",-0.0507912032192518,"22897"
"CEP164","LOC107397032",-0.0246426999327389,"22897"
"CEP170","LOC107392729",-1.66311329470465,"9859"
"CEP170","cep170",0.175003877054978,"9859"
"CEP170B","cep170b",0.381683007127094,"283638"
"CEP170B","LOC107377902",-0.00291361407384653,"283638"
"CEP19","cep19",-0.113378243186676,"84984"
"CEP192","cep192",1.04512086637087,"55125"
"CEP250","LOC107395634",2.52936425936098,"11190"
"CEP290","LOC107387025",0.0029562678470784,"80184"
"CEP290","LOC107386769",-0.515748025075164,"80184"
"CEP290","cep290",0.406392081942427,"80184"
"CEP290","LOC107392079",-0.000879476418960999,"80184"
"CEP295","cep295",0.252703235896687,"85459"
"CEP350","cep350",-0.00522562617521418,"9857"
"CEP41","cep41",0.0372160878097391,"95681"
"CEP44","cep44",0.546756402016626,"80817"
"CEP55","cep55",-0.466145045999862,"55165"
"CEP57","LOC107380320",0.00369235603740171,"9702"
"CEP57L1","cep57l1",0.00258957510884141,"285753"
"CEP63","cep63",0.0405777721288657,"80254"
"CEP68","cep68",-0.0292805432509749,"23177"
"CEP76","cep76",-0.114323447184571,"79959"
"CEP78","cep78",0.387979521823449,"84131"
"CEP83","cep83",0.0397104570661875,"51134"
"CEP85","cep85",-0.0489296180563293,"64793"
"CEP85L","LOC107378058",2.62810274393041,"387119"
"CEP89","cep89",-0.084294148454551,"84902"
"CEP95","cep95",0.326644498092557,"90799"
"CEP97","cep97",0.0676214379896145,"79598"
"CEPT1","cept1",-0.0214648015494683,"10390"
"CERK","cerk",-0.249249596732005,"64781"
"CERK","LOC107390850",6.04268856404205,"64781"
"CERK","LOC107383858",-0.164824508048851,"64781"
"CERKL","cerkl",5.72110595627085,"375298"
"CERS2","LOC107388829",-2.79564802866303,"29956"
"CERS2","LOC107384166",0.62006579455376,"29956"
"CERS2","cers2",-0.491300975612018,"29956"
"CERS2","cers4",0.00870692663224448,"29956"
"CERS2","LOC107394572",-0.730393550442601,"29956"
"CERS4","cers1",-2.5236766478863,"79603"
"CERS5","LOC107391072",-0.0417343597915253,"91012"
"CERS5","LOC107385395",0.267651797567618,"91012"
"CERS6","cers6",-0.256082392084183,"253782"
"CES1","LOC107392753",-0.0159435843864422,"1066"
"CES2","LOC107389157",0.203696989505148,"8824"
"CES2","LOC107388968",-0.810084485954101,"8824"
"CETN2","LOC107380303",-0.286586974602469,"1069"
"CETN2","cetn2",-0.0511563892741304,"1069"
"CETN3","cetn3",-0.0821780282498772,"1070"
"CETP","cetp",0.000300380644755779,"1071"
"CFAP100","cfap100",-0.0544081396339723,"348807"
"CFAP100","LOC107375518",-0.199390228457762,"348807"
"CFAP126","cfap126",0.00580240078837631,"257177"
"CFAP157","LOC107386103",1.10610931464367,"286207"
"CFAP161","cfap161",-0.695695580625444,"161502"
"CFAP20","cfap20",-0.0288374185285878,"29105"
"CFAP221","LOC107374259",-0.01691812338704,"200373"
"CFAP36","cfap36",-0.0743400680936119,"112942"
"CFAP43","cfap43",0.00786582924529033,"80217"
"CFAP44","LOC107372875",-0.164968258150457,"55779"
"CFAP44","LOC107397154",0.149010476750705,"55779"
"CFAP44","LOC107375029",0.0811400719893539,"55779"
"CFAP45","LOC107380681",-3.45332220713116,"25790"
"CFAP46","LOC107372853",2.3386676246019,"54777"
"CFAP46","LOC107372862",1.2810816295062,"54777"
"CFAP46","LOC107372907",-0.20793910039571,"54777"
"CFAP52","cfap52",-0.0135245607133981,"146845"
"CFAP53","LOC107376693",-1.34465696947438,"220136"
"CFAP57","cfap57",0.072744981495024,"149465"
"CFAP58","cfap58",0.0250752298494119,"159686"
"CFAP65","cfap65",-0.643363502153022,"255101"
"CFAP69","cfap69",0.110842395660305,"79846"
"CFAP70","cfap70",-0.191040738061129,"118491"
"CFAP74","cfap74",-0.00307029263484933,"85452"
"CFAP77","cfap77",0.0137367811141593,"389799"
"CFAP97","cfap97",-0.0064494829609699,"57587"
"CFAP99","cfap99",0.0642154582131305,"402160"
"CFB","LOC107386372",-0.741205001985679,"629"
"CFB","LOC107397014",-0.0893172486986973,"629"
"CFB","LOC107379289",-0.15355495468464,"629"
"CFB","LOC107379288",-1.34525350483002,"629"
"CFD","LOC107373416",-0.0794676927899045,"1675"
"CFDP1","cfdp1",-3.43161152211371e-07,"10428"
"CFH","LOC107395247",-0.293223003168597,"3075"
"CFH","LOC107373513",-0.175832592370318,"3075"
"CFH","LOC107373195",-0.2103400616389,"3075"
"CFH","LOC107393014",-0.424883370778779,"3075"
"CFHR1","LOC107373951",-0.0312371716437131,"3078"
"CFHR1","LOC107384484",-0.0387099971643479,"3078"
"CFI","cfi",-1.5748336567511,"3426"
"CFL2","dstn",-0.451827798625642,"1073"
"CFL2","cfl1",0.214724022081507,"1073"
"CFL2","cfl2",4.5422372935784e-05,"1073"
"CFLAR","cflar",-0.333423642512276,"8837"
"CFP","LOC107395531",-2.63310530078318,"5199"
"CFTR","cftr",5.48217295813501,"1080"
"CGA","cga",0.0401590697690808,"1081"
"CGN","LOC107379618",0.0121752741717229,"57530"
"CGN","cgn",0.326109561090293,"57530"
"CGNL1","cgnl1",0.0130740717389609,"84952"
"CGNL1","LOC107388627",0.0602695403119532,"84952"
"CGNL1","LOC107397151",-1.72704010656865,"84952"
"CGREF1","cgref1",0.921826038594867,"10669"
"CGRRF1","cgrrf1",-0.377133274994295,"10668"
"CH25H","LOC107388554",0.0695443303708609,"9023"
"CH25H","LOC107393522",0.0580568862230638,"9023"
"CH25H","ch25h",0.00227000324766099,"9023"
"CHAC1","chac1",0.00431063943950216,"79094"
"CHAC1","LOC107392428",0.131693986814351,"79094"
"CHAC2","chac2",-0.0326721592448431,"494143"
"CHAD","chad",0.123878109668124,"1101"
"CHADL","LOC107388216",-0.168059735248066,"150356"
"CHADL","LOC107376327",0.132302955827889,"150356"
"CHAF1A","chaf1a",-0.847554477381189,"10036"
"CHAF1B","chaf1b",-2.78936415689434e-06,"8208"
"CHAMP1","LOC107384621",-0.00618124344389502,"283489"
"CHAT","LOC107387807",0.0791096846886182,"1103"
"CHAT","chat",-0.0841560325665784,"1103"
"CHCHD1","chchd1",0.0829471685520806,"118487"
"CHCHD2","chchd2",0.00466338329061821,"51142"
"CHCHD3","chchd3",0.00194545374138684,"54927"
"CHCHD4","LOC107384935",0.00012308286562664,"131474"
"CHCHD4","LOC107385719",-0.00656234644640302,"131474"
"CHCHD5","chchd5",-0.0189192878564267,"84269"
"CHCHD6","LOC107388463",-0.194575512951946,"84303"
"CHCHD6","chchd6",1.64778336279732,"84303"
"CHCHD6","LOC107391328",-0.070320194548645,"84303"
"CHCHD7","chchd7",-0.0332027113222747,"79145"
"CHD1","chd1",0.0203691302760971,"1105"
"CHD1L","chd1l",-0.00579607952023089,"9557"
"CHD2","chd2",0.00433396955044309,"1106"
"CHD3","LOC107377309",0.0761116078803251,"1107"
"CHD3","chd3",0.00677019899539969,"1107"
"CHD4","LOC107394770",0.000499535627671047,"1108"
"CHD4","chd4",1.60235888905917,"1108"
"CHD5","LOC107384900",-0.0159865983493666,"26038"
"CHD6","LOC107384988",0.155497852229383,"84181"
"CHD7","chd7",0.515206705102575,"55636"
"CHD8","chd8",0.348018965112501,"57680"
"CHD9","chd9",0.0360268545017194,"80205"
"CHDH","chdh",-0.00803080780108878,"55349"
"CHEK1","chek1",-0.0980150557132837,"1111"
"CHEK2","chek2",-0.0475388371633396,"11200"
"CHERP","cherp",0.0811965016343951,"10523"
"CHFR","chfr",0.215283759799838,"55743"
"CHGA","chga",0.00585808723976595,"1113"
"CHIA","LOC107390485",0.700429917210482,"27159"
"CHIA","LOC107390482",5.14903355590747,"27159"
"CHIA","LOC107390481",-0.188568858417503,"27159"
"CHIA","LOC107390484",7.21933292229042,"27159"
"CHIA","LOC107373588",8.93800816699846,"27159"
"CHIA","LOC107373584",NA,"27159"
"CHIC1","LOC107378513",0.00312538777810245,"53344"
"CHIC2","LOC107382195",-0.00176046536970696,"26511"
"CHID1","chid1",-0.200605422666121,"66005"
"CHKA","LOC107389246",-0.00291336283722624,"1119"
"CHKA","chkb",0.414784170724595,"1119"
"CHL1","LOC107390736",0.0233450547546297,"10752"
"CHL1","chl1",0.0571973624710948,"10752"
"CHM","LOC107387182",0.0122427464293457,"1121"
"CHML","LOC107372921",0.00103172512281921,"1122"
"CHMP1A","chmp1a",-0.14700904925345,"5119"
"CHMP1B","chmp1b",-0.0159718086057675,"57132"
"CHMP2A","chmp2a",-0.0221714895620221,"27243"
"CHMP2B","chmp2b",-0.119028852662162,"25978"
"CHMP3","chmp3",-0.0207602025327559,"51652"
"CHMP4B","LOC107390603",-0.0277384288850814,"128866"
"CHMP4B","LOC107384919",-0.164014070907733,"128866"
"CHMP4C","LOC107382496",0.0891274536688254,"92421"
"CHMP5","LOC107382522",-0.0148302092439218,"51510"
"CHMP5","chmp5",-0.0569036818689483,"51510"
"CHMP6","chmp6",-0.18636076279992,"79643"
"CHMP7","chmp7",3.90959657517614e-05,"91782"
"CHN1","chn1",-0.288934353372171,"1123"
"CHN1","LOC107380848",1.24952115372033,"1123"
"CHN2","LOC107378697",0.00430605507206753,"1124"
"CHN2","LOC107378696",-0.0276829518650643,"1124"
"CHODL","chodl",0.955140356653006,"140578"
"CHORDC1","LOC107376993",5.89253879147378,"26973"
"CHORDC1","chordc1",-0.153104300132486,"26973"
"CHP1","chp1",-0.949916355796794,"11261"
"CHP2","LOC107382004",-3.13186602443825,"63928"
"CHPF","chpf",0.752281801132067,"79586"
"CHPF2","chpf2",-0.0497871746275108,"54480"
"CHPT1","chpt1",-0.110454298254511,"56994"
"CHRAC1","chrac1",-0.413408037359688,"54108"
"CHRD","chrd",0.123875436466224,"8646"
"CHRDL2","chrdl2",0.013471720985022,"25884"
"CHRM2","LOC107386482",0.70667027127817,"1129"
"CHRM2","LOC107388934",0.080421286303469,"1129"
"CHRM3","LOC107375944",-0.197127049856486,"1131"
"CHRM4","LOC107384537",0.0248229659553816,"1132"
"CHRM4","chrm4",3.52830126684418,"1132"
"CHRM5","LOC107392444",-0.337576749276133,"1133"
"CHRM5","chrm5",0.0119031917212429,"1133"
"CHRNA1","chrna1",-0.457544668776289,"1134"
"CHRNA2","chrna2",-0.103771420314942,"1135"
"CHRNA3","LOC107377075",-0.475994024168353,"1136"
"CHRNA3","LOC107381279",0.142130532653409,"1136"
"CHRNA3","LOC107393742",-0.00305359695040727,"1136"
"CHRNA5","LOC107381278",-0.293384003957984,"1138"
"CHRNA7","LOC107393730",0.651377137754114,"1139"
"CHRNA7","LOC107377068",1.66861937739021,"1139"
"CHRNA7","LOC107394591",-0.177793440324704,"1139"
"CHRNA7","chrna7",-0.00310688164815454,"1139"
"CHRNA7","LOC107379599",-0.159162615974935,"1139"
"CHRNA9","LOC107380022",0.19635529599118,"55584"
"CHRNA9","LOC107382432",-4.07407883163025,"55584"
"CHRNA9","LOC107373524",-0.0029453183019772,"55584"
"CHRNB1","chrnb1",0.0924266626275335,"1140"
"CHRNB1","LOC107376921",-0.0541599086895103,"1140"
"CHRNB2","chrnb2",0.896639316101964,"1141"
"CHRNB3","LOC107393718",0.324872192273083,"1142"
"CHRNB4","LOC107381280",-0.00967818713266722,"1143"
"CHRND","LOC107373065",-0.63172271360649,"1144"
"CHRND","chrnd",0.219697972702402,"1144"
"CHRNG","LOC107386505",-0.156731401827147,"1146"
"CHST1","LOC107389055",0.258664114685798,"8534"
"CHST1","chst1",0.0126217815825922,"8534"
"CHST10","chst10",-0.0237084132473979,"9486"
"CHST11","LOC107391330",-0.0483097621515058,"50515"
"CHST11","LOC107385837",-0.294762266828815,"50515"
"CHST11","chst11",0.606936732432201,"50515"
"CHST12","chst12",-0.0968806474241182,"55501"
"CHST12","LOC107376354",0.852041392482339,"55501"
"CHST14","chst14",0.0672562428856269,"113189"
"CHST15","chst15",-0.000107890723974018,"51363"
"CHST15","LOC107375978",-0.475164097985656,"51363"
"CHST2","chst2",-0.00626030972468055,"9435"
"CHST3","LOC107375802",0.0700746185121039,"9469"
"CHST3","chst3",0.234128279674313,"9469"
"CHST6","LOC107389283",-0.059384244579079,"4166"
"CHST6","LOC107389279",-0.864813448448364,"4166"
"CHST6","LOC107389282",-0.0623565569510972,"4166"
"CHST7","chst7",0.00224113870768741,"56548"
"CHST8","chst8",0.0633010358387444,"64377"
"CHSY1","chsy1",0.0252733602213791,"22856"
"CHSY1","LOC107374442",0.139921323597571,"22856"
"CHTF18","chtf18",-0.0432281929684314,"63922"
"CHTOP","chtop",0.000707837321360858,"26097"
"CHTOP","LOC107379098",0.0633010358387444,"26097"
"CHUK","chuk",0.0560131787516188,"1147"
"CHUK","LOC107396601",0.493062460986531,"1147"
"CHUK","LOC107375593",-1.5897251340406e-05,"1147"
"CHURC1","churc1",-0.0345503500896823,"91612"
"CIAO1","ciao1",0.00193083531400835,"9391"
"CIAPIN1","ciapin1",-0.132438046379096,"57019"
"CIART","ciart",1.93606351951259,"148523"
"CIART","LOC107388748",-0.250673827593157,"148523"
"CIART","LOC107394567",-0.674746253116016,"148523"
"CIB1","cib1",-0.348696085606381,"10519"
"CIB2","LOC107381514",-0.47235415010607,"10518"
"CIB3","LOC107383583",0.0639878211668031,"117286"
"CIC","LOC107394877",4.81196899932439e-05,"23152"
"CIC","cic",0.781686086456792,"23152"
"CIDEB","LOC107377282",-0.783059855276119,"27141"
"CIDEC","LOC107385414",0.0151255285952017,"63924"
"CIITA","ciita",-0.59183293299158,"4261"
"CILP","cilp2",-0.167281249152211,"8483"
"CILP","cilp",-3.02163318147279,"8483"
"CILP2","LOC107388195",0.219570049559916,"148113"
"CINP","cinp",-0.130472212575479,"51550"
"CIPC","cipc",-0.236219498299882,"85457"
"CIPC","LOC107378094",0.0649359758222001,"85457"
"CIR1","cir1",-0.0227413895258327,"9541"
"CIRBP","cirbp",0.296270263853391,"1153"
"CISD1","cisd1",0.0942139857708457,"55847"
"CISD2","cisd2",0.0379710379821407,"493856"
"CISD3","cisd3",0.00979032460262877,"284106"
"CISH","LOC107385101",0.00278567629413956,"1154"
"CISH","cish",1.00809027406656,"1154"
"CIT","cit",0.023418207619562,"11113"
"CIT","LOC107393501",0.570761740382674,"11113"
"CIT","LOC107374268",-0.003126779189924,"11113"
"CITED1","LOC107377010",-0.515017567744177,"4435"
"CITED2","LOC107396951",-0.282013525996185,"10370"
"CITED2","LOC107379384",-0.386616294094995,"10370"
"CIZ1","ciz1",0.000317230626633783,"25792"
"CIZ1","LOC107386163",1.18149375025956,"25792"
"CKAP2","LOC107386018",-0.875272878102707,"26586"
"CKAP2L","LOC107386215",-0.628317655800373,"150468"
"CKAP4","ckap4",0.00386935615028967,"10970"
"CKAP5","ckap5",0.0168418656604843,"9793"
"CKB","ckb",5.13702264508223e-05,"1152"
"CKB","LOC107377899",-0.49458341882033,"1152"
"CKLF","LOC107381169",-0.726961508514692,"51192"
"CKM","LOC107386319",0.0657936194083481,"1158"
"CKM","ckm",0.105783963396052,"1158"
"CKMT2","ckmt2",-0.164968258150457,"1160"
"CKMT2","LOC107388379",-0.000188074308182957,"1160"
"CKMT2","LOC107395776",0.692292797561267,"1160"
"CKS1B","cks1b",-0.195183934035188,"1163"
"CKS1B","LOC107393209",-0.527723202010914,"1163"
"CLASP1","LOC107384569",0.00847090263790807,"23332"
"CLASP1","clasp1",-0.114661956960515,"23332"
"CLASP2","clasp2",0.154194329795968,"23122"
"CLASRP","clasrp",-4.20483615325358e-05,"11129"
"CLCC1","clcc1",-0.0622871696857943,"23155"
"CLCC1","LOC107392616",-0.00249712575093558,"23155"
"CLCF1","clcf1",0.774606545154121,"23529"
"CLCN1","clcn1",-2.99343794955811,"1180"
"CLCN1","LOC107394831",-0.171900176343685,"1180"
"CLCN2","LOC107383965",-0.606366235508053,"1181"
"CLCN2","LOC107380774",-0.0015135068289057,"1181"
"CLCN3","clcn3",0.1460681998651,"1182"
"CLCN4","clcn4",0.000258473205371284,"1183"
"CLCN5","clcn5",-0.00161004138522026,"1184"
"CLCN6","clcn6",-0.000564058721073719,"1185"
"CLCN7","clcn7",-0.0803690661201909,"1186"
"CLCNKB","clcnka",-0.165223431484069,"1188"
"CLDN1","LOC107384491",0.785644933323022,"9076"
"CLDN10","LOC107383743",2.18949617856324,"9071"
"CLDN10","LOC107380996",-0.0048538406595099,"9071"
"CLDN11","LOC107392078",-0.0236607194182021,"5010"
"CLDN11","LOC107383135",3.31417928775126,"5010"
"CLDN12","cldn12",-0.377287706332098,"9069"
"CLDN14","LOC107395856",-0.491434617842608,"23562"
"CLDN14","cldn2",0.734782224874202,"23562"
"CLDN15","cldn15",0.123262015780097,"24146"
"CLDN15","LOC107386485",0.413471422998727,"24146"
"CLDN19","LOC107379809",-0.00289717351444554,"149461"
"CLDN19","LOC107392671",0.793410341701792,"149461"
"CLDN19","cldn19",0.334327820240085,"149461"
"CLDN19","cldn1",-0.227539945200408,"149461"
"CLDN20","LOC107392559",0.748276145796593,"49861"
"CLDN20","cldn20",-0.0368577217412595,"49861"
"CLDN22","LOC107396066",0.0248520711861844,"53842"
"CLDN23","LOC107392216",-0.0104298065432973,"137075"
"CLDN3","LOC107379817",1.05528979435408,"1365"
"CLDN3","LOC107386877",-0.155847407370461,"1365"
"CLDN3","LOC107386876",0.0270710483940517,"1365"
"CLDN34","LOC107384659",-0.0358755762868172,"100288814"
"CLDN34","LOC107396044",0.126524662913269,"100288814"
"CLDN4","LOC107379966",-0.397366505459739,"1364"
"CLDN4","LOC107379816",-0.00299753959043006,"1364"
"CLDN4","LOC107379814",0.0633010358387444,"1364"
"CLDN4","LOC107378501",-0.00295898877758948,"1364"
"CLDN4","LOC107379815",0.0248022280864475,"1364"
"CLDN4","LOC107386871",-0.172653160698517,"1364"
"CLDN4","LOC107386868",0.114317352321042,"1364"
"CLDN4","LOC107386869",-0.000434784276204248,"1364"
"CLDN4","LOC107379813",0.381181727504506,"1364"
"CLDN5","cldn5",-3.09479974071182,"7122"
"CLDN5","LOC107394671",0.157254846770194,"7122"
"CLDN6","LOC107392032",0.0176673594668765,"9074"
